POSITION_TITLE,QUALIFICATIONS,EDUCATION_TYPE,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,AWARDS,COMMUNITY_SERVICE,VOLUNTEERING,DRIVERS_LICENSE_AVAILABILITY,SKILLS_COUNT,SKILLS,LANGUAGES
GRAPHIC DESIGNER,,Bachelor,university,,4.0,no,no,no,no,2,"['Graphic Designer', 'posters']",1
GRAPHIC DESIGNER,Multi-talented Graphic Designer consistently motivated for success and goal driven,Bachelor,college,arts,3.0,yes,no,no,no,0,[],1
WEB DESIGNER,Trained Quality Assurance Specialist with a demonstrated history of working in the pharmaceuticals industry,Master,university,electronics,1.0,no,no,no,yes,2,"['                Work History      Web designer', '']",1
FLORAL DESIGNER,"Floral Designer with more than six years experience in artistically arranging real flowers, leaves, and other decorations; making bouquets, wreaths, wedding decorations, and other kinds of floral designs",Bachelor,college,,2.0,no,no,no,no,5,"['Painting', 'swimming', 'cooking', 'photographing', 'playing piano']",1
VR DESIGNER,A Game Designer with exceptional modeling and prioritization skills looking for a career in an organization that would enhance and further skillset,Bachelor,,,,no,no,no,no,15,"['3D', 'Photoshop', 'Animation', 'game design', 'Lighting', 'Maya', 'Modeling', 'Painter', 'people skills', 'quality', 'reality', 'Rendering', 'Sales', 'Sound', 'Sound Design']",1
MECHANICAL DESIGNER,"including certifications in  Machine Operation & Programming (CNC Laser/Punch) , expertise in Autodesk Inventor, Autocad and a working knowledge of Solidworks  and comprehensive knowledge of Lean Manufacturing principles",Diploma,college,,26.0,no,no,no,no,35,"['Autodesk (AutoCAD Mechanical', 'Inventor', 'Etc.)', 'Client/Server', 'Closing', 'Communication Skills', 'CNC', 'customer support', 'Drafting', 'Engineer', 'Instruction', 'Inventory', 'Laser', 'Lathe', 'Linux', 'Lotus Notes', 'Mapics', 'Materials', 'Mechanical', 'Microsoft Office', 'Windows Operating Systems', 'PDM', 'Personnel', 'Polish', 'Processes', 'Programming', 'Project Management', 'Red Hat', 'Revit', 'Sales', 'Shipping', 'SolidWorks', 'Technical Management', 'User Training', '']",1
FLORAL DESIGNER,"I am a retail floral designer who is energetic, outgoing and detail-oriented",Bachelor,college,retail,13.0,no,no,no,no,24,"['advertising', 'cash register', 'Resolve customer complaints', 'client', 'clients', 'customer service', 'delivery', 'designing', 'Filing', 'financial', 'focus', 'inventory', 'materials', 'office', '2000', 'quality', 'receiving', 'retail', 'selling', 'sales', 'tables', 'telephones', 'phone', 'type']",1
SOLUTION DESIGNER,,Master,university,arts,33.0,no,no,no,no,41,"['Agile', 'application development', 'Army', 'business strategy', 'C', 'Consultant', 'consulting', 'cost analysis', 'client', 'clients', 'delivery', 'direction', 'ERP', 'focus', 'Functional', 'Government', 'information systems', 'ITIL', 'Team Lead', 'legal', 'market', 'microwave', 'Enterprise', 'Network', 'networks', 'Personnel', 'process design', 'processes', 'recruiting', 'routers', 'sales', 'sales support', 'SAP', 'SDLC', 'staffing', 'strategic', 'switches', 'system integration', 'technical support', 'troubleshooting', 'workshops']",1
GRAPHIC DESIGNER,"I am a hardworking and multi-talented individual who loves to design, play sports, and learn",Bachelor,university,arts,7.0,yes,no,yes,no,0,[],1
INTERIOR DESIGNER,A results oriented designer with the objective to evolve creatively in the field of interior design,,university,arts,21.0,no,no,no,no,12,"['budgets', 'budget', 'concept', 'clients', 'materials', 'meetings', 'presentations', 'pricing', 'procurement', 'sales', 'specification', 'spreadsheets']",1
INTERIOR DESIGNER,"Proficient in AutoCAD  Adobe InDesign  Adobe Photoshop  Concept development  Drafting  Photography  Space planning  Product specifications  Interior architectural detailing  Color and material application  Proficient with furniture systems              Experience     01/2015   to   01/2016     Interior Designer    Company Name          Create comprehensive drawings perfectly referring to available notes, sketches, and tender drawings received from contractors",Bachelor,university,arts,8.0,no,no,no,no,0,[],2
GRAPHIC DESIGNER,"Driven Graphic Artist adept at managing heavy workloads while focusing on designing creative, visually-appealing graphics",Bachelor,university,science,16.0,yes,no,no,no,34,"[' Qualifications     Adobe Creative Suite', 'Adobe InDesign', 'Adobe Illustrator', 'Adobe Photoshop', 'Adobe Acrobat', 'QuarkXpress', 'Dreamweaver', 'HTML Coding', 'CSS', 'Microsoft Office Suite', 'Promotional Materials', 'Extensive Direct-Mail Experience       Relevant Skills         Self-Motivated', 'Sense-of-Humor', 'Conceptual Thinker', 'Attention-to-Detail', 'Strong Design Sense', 'Resourceful Researcher', 'Advanced Typography Knowledge    Leadership Skills', 'Friendly Attitude', 'Professional Behavior', 'Expert Juggling Skills', 'Creative and Artistic', 'Resourceful Researcher', 'Quick Learner', 'Time Management           Experience     07/2012   to   10/2015     Graphic Designer    Company Name   -   City', 'State     Prepared layouts and drawings in compliance with established templates and design standards. Designed unique print materials', 'including advertisements', 'brochures and logo designs.  Designed web pages', 'graphic elements and infographics for email newsletters.           05/2009   to   02/2015     Graphic Designer    Company Name   -   City', 'State     Designed unique print materials', 'including advertisements', 'brochures and logo designs. Prepared layouts and drawings in compliance with established templates and design standards. Contributed ideas during strategic and conceptual brainstorming sessions. Recommended techniques', 'methods and media best suited to produce desired visual effects. Prioritized graphic workload and effectively coordinated multiple projects.        01/2006   to   05/2009     Art Director    Company Name   -   City', '']",1
CAD DESIGNER,"Personable CAD Designer/Drafter who communicates openly and effectively with all involved, from construction site workers to company CEOs",Bachelor,college,,12.0,yes,no,no,no,14,"[' Civil 3D', 'AutoCAD', 'Civil Engineering  Drafting', 'Office Skills', 'Coaching', 'Customer Service', 'Documentation', 'Leadership', 'Marketing', 'Problem Solving', 'Relationship Building', 'Self-Starter', 'Sorting', 'Troubleshooting']",1
INTERIOR DESIGNER,Talented Designer and Retail Merchandiser skilled at using product placement and creating uniquely inspiring displays,Bachelor,university,fine arts,7.0,yes,no,no,no,0,[],2
PROJECT DESIGNER,Team-oriented and client-focused Civil Engineer with 16 years of experience who designs environmentally-conscious and cost-effective public infrastructure solutions,Bachelor,university,science,16.0,no,no,no,no,13,"['3D', 'AutoCAD', 'Design Software', 'Detail-oriented', 'engineer', 'meetings', 'Excel', 'Microsoft Word', 'Microstation', 'Modeling', 'Team Player', 'Transportation      Additional Information      Shafer', 'Kline']",1
GRAPHIC DESIGNER,"Hi There!  As a designer with a strong passion for this profession and excellent qualification, I am seeking to align myself with your company for strong growth",Bachelor,university,visual arts,2.0,yes,yes,yes,no,3,"['d  \xa0   I demonstrate leadership', 'problem solving', 'giving and receiving creative direction and inspirational skills']",1
INTERIOR DESIGNER,,Bachelor,high school,,,no,no,no,no,58,"['Photoshop', 'art', 'Budget Preparation', 'budgets', 'budget', 'contracts', 'client', 'clients', 'Customer Service', 'Layout', 'Leadership and Training', 'materials', 'Office Suite', 'paint', 'Procurement', 'Rendering', 'Sales', 'Sketching      Additional Information      Esprit Apartment Community', 'Marina Del Rey', 'Ca Bryson Square Apartment Community', 'Atlanta', 'Ga Turpin Ranch', 'Jackson Hole', 'Wy Boulders Apartment Community', 'Las Vegas', 'NV Nordstrom Summer Home', 'Union', 'WA Nordstrom Home', 'Bellevue', 'Wa Blumer Residence', 'Bellevue', 'Wa Baruffi Residence', 'Bellevue', 'Wa Waechter House Boat', 'Seattle', 'Wa Windermere Real Estate Offices', 'Seattle', 'Wa Wood Residence', 'Sun Valley', 'Id Wood Residence', 'Seattle', 'Wa Luigi Osteria', 'Los Angeles', 'Ca Pho Restaurant', 'Los Angeles', 'Ca LA Spice Catering', 'Los Angeles', 'Ca Borracho Cantina', 'Los Angeles', 'Ca Caffe Primo', 'Los Angeles', 'Ca Caffe Primo', 'Glendale', 'Ca Caffe Primo', 'Hollywood', 'Ca Lofts at Theater Square Apartment Community', 'Petaluma', 'Ca']",1
LIGHTING DESIGNER,Computer savvy and proficient with design tools for Architecture and Electro-Mechanical Design  [Job Title]  who continually searches for new inspiration and stays savvy on current design trends,Bachelor,university,fine arts,28.0,no,no,no,no,15,"['    AutoCAD', 'Cadence', 'Client', 'Documentation', 'Drafting', 'Estimating', 'Leadership', 'Team lead', 'Lighting', 'Materials', 'meetings', 'Motorola', 'presentations', 'Press', 'Project Management']",1
INSTRUCTIONAL DESIGNER,An instructional design position working in a medium to large company focused on developing and conducting quality programs for customer training or internal operations requiring an analytical and thorough person with the ability to To contribute to developing and implementing training programs and materials for customers and employees to improve their efficiency while enhancing the company's image and building the company's growth,Master,university,science,10.0,yes,no,no,no,2,"['      Budgeting and finance  Project management  Strong verbal communication  Conflict resolution  Extremely organized      Team leadership  Data management  Process implementation  Client assessment and analysis  Staff development            Work History      Instructional Designer', '']",2
SET DESIGNER,Visual Merchandiser  committed to staying current on market trends and consumer interests,Bachelor,college,arts,14.0,no,no,no,no,8,"[' Merchandising', 'Communication Skills', 'Sales', 'Retail', 'Customer Service', 'Microsoft Office', 'Microsoft Excel', 'Multitasking']",1
GRAPHIC DESIGNER,"Versatile professional and hands-on leader who motivates, trains and coaches employees to drive progress toward project and company milestones",Bachelor,college,,5.0,no,no,no,no,9,"[' Data Entry', 'Customer Service', 'Human Resources Leadership', 'Interpersonal Skills', 'Inventory control', 'Marketing', 'Problem Resolution  Project management', 'Staff Training', 'Staffing']",2
GRAPHIC DESIGNER,Highly creative and multi-talented Graphic Designer with more than 14 years in multi-media and graphic design,Bachelor,college,,14.0,no,no,no,no,0,[],1
FREELANCE DESIGNER,Multi-disciplinary designer with a strong marketing and entrepreneurial background,Bachelor,university,international business,,yes,no,no,no,6,"['  Advanced Adobe CS6', 'Illustrator', 'Photoshop   Familiar with AutoCAD', 'Studio Designer', 'InDesign', 'with goals to learn SketchUp and Revit in near future']",3
FLORAL DESIGNER,,Diploma,university,,8.0,no,no,no,no,8,"['Billings', 'cash handling', 'cashier', 'creativity', 'Customer Service', 'Magic', 'pick', 'POS']",1
INSTRUCTIONAL DESIGNER,"Dedicated, efficient, and versatile professional credited with combining project management and data analysis, and grant writing expertise to lead companies toward improved collaboration, organization, and productivity",Master,university,science,16.0,yes,no,no,no,36,"['administrative', 'administrative support', 'Budget Management', 'budgets', 'cancer', 'Data Collection', 'direction', 'Event planning', 'finance', 'financial', 'Functional', 'fundraising', 'Grant Writing', 'grant proposals', 'Hiring', 'inventory', 'Marketing', 'meetings', 'Excel', 'Office', 'Multi-Tasking', 'organizational', 'Payroll', 'Project Management', 'promotion', 'proposal', 'publications', 'purchasing', 'quality', 'record-keeping', 'recruitment', 'reporting', 'Research', 'vision', 'Written Communication', 'articles']",1
